Date,DBC,GLD,SPY,TLT
1993-05-17,,,24.69032859802246,
1993-05-18,,,24.6728515625,
1993-05-19,,,25.179574966430664,
1993-05-20,,,25.24947738647461,
1993-05-21,,,25.022327423095703,
1993-05-24,,,25.127172470092773,
1993-05-25,,,25.179574966430664,
1993-05-26,,,25.494115829467773,
1993-05-27,,,25.406740188598633,
1993-05-28,,,25.28441047668457,
1993-06-01,,,25.52906036376953,
1993-06-02,,,25.494115829467773,
1993-06-03,,,25.406740188598633,
1993-06-04,,,25.319364547729492,
1993-06-07,,,25.232006072998047,
1993-06-08,,,25.004859924316406,
1993-06-09,,,25.092222213745117,
1993-06-10,,,25.109670639038086,
1993-06-11,,,25.21453285217285,
1993-06-14,,,25.179574966430664,
1993-06-15,,,25.127172470092773,
1993-06-16,,,25.179574966430664,
1993-06-17,,,25.266948699951172,
1993-06-18,,,25.058874130249023,
1993-06-21,,,25.111665725708008,
1993-06-22,,,25.129276275634766,
1993-06-23,,,24.900495529174805,
1993-06-24,,,25.23484230041504,
1993-06-25,,,25.217262268066406,
1993-06-28,,,25.49881362915039,
1993-06-29,,,25.375629425048828,
1993-06-30,,,25.375629425048828,
1993-07-01,,,25.305255889892578,
1993-07-02,,,25.16446876525879,
1993-07-06,,,24.900495529174805,
1993-07-07,,,24.97088623046875,
1993-07-08,,,25.252458572387695,
1993-07-09,,,25.322845458984375,
1993-07-12,,,25.305255889892578,
1993-07-13,,,25.28764533996582,
1993-07-14,,,25.375629425048828,
1993-07-15,,,25.270055770874023,
1993-07-16,,,25.199644088745117,
1993-07-19,,,25.18206214904785,
1993-07-20,,,25.252458572387695,
1993-07-21,,,25.23484230041504,
1993-07-22,,,25.058874130249023,
1993-07-23,,,25.18206214904785,
1993-07-26,,,25.322845458984375,
1993-07-27,,,25.305255889892578,
1993-07-28,,,25.252458572387695,
1993-07-29,,,25.393220901489258,
1993-07-30,,,25.252458572387695,
1993-08-02,,,25.322845458984375,
1993-08-03,,,25.34042739868164,
1993-08-04,,,25.34042739868164,
1993-08-05,,,25.28764533996582,
1993-08-06,,,25.322845458984375,
1993-08-09,,,25.463613510131836,
1993-08-10,,,25.44603729248047,
1993-08-11,,,25.44603729248047,
1993-08-12,,,25.375629425048828,
1993-08-13,,,25.41083335876465,
1993-08-16,,,25.55160140991211,
1993-08-17,,,25.639604568481445,
1993-08-18,,,25.780399322509766,
1993-08-19,,,25.780399322509766,
1993-08-20,,,25.797985076904297,
1993-08-23,,,25.74518394470215,
1993-08-24,,,26.02674102783203,
1993-08-25,,,26.04432487487793,
1993-08-26,,,26.061941146850586,
1993-08-27,,,26.04432487487793,
1993-08-30,,,26.149932861328125,
1993-08-31,,,26.220319747924805,
1993-09-01,,,26.185121536254883,
1993-09-02,,,26.09711265563965,
1993-09-03,,,26.114730834960938,
1993-09-07,,,25.93874740600586,
1993-09-08,,,25.850778579711914,
1993-09-09,,,25.90355682373047,
1993-09-10,,,26.132312774658203,
1993-09-13,,,26.149932861328125,
1993-09-14,,,26.04432487487793,
1993-09-15,,,26.114730834960938,
1993-09-16,,,26.009157180786133,
1993-09-17,,,25.958717346191406,
1993-09-20,,,25.74622344970703,
1993-09-21,,,25.65768814086914,
1993-09-22,,,25.87016487121582,
1993-09-23,,,26.0118465423584,
1993-09-24,,,25.941020965576172,
1993-09-27,,,26.224328994750977,
1993-09-28,,,26.171213150024414,
1993-09-29,,,26.082672119140625,
1993-09-30,,,26.029539108276367,
1993-10-01,,,26.153488159179688,
1993-10-04,,,26.18891143798828,
1993-10-05,,,26.153488159179688,
1993-10-06,,,26.135784149169922,
1993-10-07,,,26.06495475769043,
1993-10-08,,,26.100366592407227,
1993-10-11,,,26.153488159179688,
1993-10-12,,,26.18891143798828,
1993-10-13,,,26.18891143798828,
1993-10-14,,,26.52535629272461,
1993-10-15,,,26.6669979095459,
1993-10-18,,,26.59616470336914,
1993-10-19,,,26.401397705078125,
1993-10-20,,,26.436803817749023,
1993-10-21,,,26.401397705078125,
1993-10-22,,,26.277446746826172,
1993-10-25,,,26.348276138305664,
1993-10-26,,,26.33055877685547,
1993-10-27,,,26.348276138305664,
1993-10-28,,,26.543046951293945,
1993-10-29,,,26.543046951293945,
1993-11-01,,,26.613889694213867,
1993-11-02,,,26.59616470336914,
1993-11-03,,,26.259721755981445,
1993-11-04,,,25.976417541503906,
1993-11-05,,,26.100366592407227,
1993-11-08,,,26.135784149169922,
1993-11-09,,,26.153488159179688,
1993-11-10,,,26.348276138305664,
1993-11-11,,,26.277446746826172,
1993-11-12,,,26.401397705078125,
1993-11-15,,,26.38368797302246,
1993-11-16,,,26.50763511657715,
1993-11-17,,,26.365976333618164,
1993-11-18,,,26.295137405395508,
1993-11-19,,,26.242027282714844,
1993-11-22,,,26.082672119140625,
1993-11-23,,,26.224328994750977,
1993-11-24,,,26.33055877685547,
1993-11-26,,,26.348276138305664,
1993-11-29,,,26.242027282714844,
1993-11-30,,,26.259721755981445,
1993-12-01,,,26.295137405395508,
1993-12-02,,,26.365976333618164,
1993-12-03,,,26.472230911254883,
1993-12-06,,,26.560749053955078,
1993-12-07,,,26.543046951293945,
1993-12-08,,,26.543046951293945,
1993-12-09,,,26.45452117919922,
1993-12-10,,,26.401397705078125,
1993-12-13,,,26.560749053955078,
1993-12-14,,,26.365976333618164,
1993-12-15,,,26.33055877685547,
1993-12-16,,,26.41910743713379,
1993-12-17,,,26.564292907714844,
1993-12-20,,,26.59995460510254,
1993-12-21,,,26.51081085205078,
1993-12-22,,,26.689085006713867,
1993-12-23,,,26.671262741088867,
1993-12-27,,,26.813888549804688,
1993-12-28,,,26.867380142211914,
1993-12-29,,,26.831708908081055,
1993-12-30,,,26.724740982055664,
1993-12-31,,,26.58213996887207,
1994-01-03,,,26.51081085205078,
1994-01-04,,,26.617786407470703,
1994-01-05,,,26.671262741088867,
1994-01-06,,,26.671262741088867,
1994-01-07,,,26.831708908081055,
1994-01-10,,,27.15263557434082,
1994-01-11,,,27.099143981933594,
1994-01-12,,,27.009994506835938,
1994-01-13,,,26.93869400024414,
1994-01-14,,,27.045663833618164,
1994-01-17,,,27.045663833618164,
1994-01-18,,,27.081314086914062,
1994-01-19,,,27.009994506835938,
1994-01-20,,,27.081314086914062,
1994-01-21,,,27.02782440185547,
1994-01-24,,,26.920852661132812,
1994-01-25,,,26.920852661132812,
1994-01-26,,,26.992183685302734,
1994-01-27,,,27.241771697998047,
1994-01-28,,,27.313093185424805,
1994-01-31,,,27.509199142456055,
1994-02-01,,,27.366565704345703,
1994-02-02,,,27.54485321044922,
1994-02-03,,,27.420045852661133,
1994-02-04,,,26.796077728271484,
1994-02-07,,,26.920852661132812,
1994-02-08,,,26.93869400024414,
1994-02-09,,,27.045663833618164,
1994-02-10,,,26.813888549804688,
1994-02-11,,,26.90304946899414,
1994-02-14,,,26.93869400024414,
1994-02-15,,,27.081314086914062,
1994-02-16,,,27.063486099243164,
1994-02-17,,,26.90304946899414,
1994-02-18,,,26.74256134033203,
1994-02-22,,,27.009994506835938,
1994-02-23,,,26.93869400024414,
1994-02-24,,,26.58213996887207,
1994-02-25,,,26.706932067871094,
1994-02-28,,,26.706932067871094,
1994-03-01,,,26.59995460510254,
1994-03-02,,,26.635604858398438,
1994-03-03,,,26.564292907714844,
1994-03-04,,,26.635604858398438,
1994-03-07,,,26.778234481811523,
1994-03-08,,,26.671262741088867,
1994-03-09,,,26.796077728271484,
1994-03-10,,,26.58213996887207,
1994-03-11,,,26.724740982055664,
1994-03-14,,,26.760414123535156,
1994-03-15,,,26.74256134033203,
1994-03-16,,,26.95651626586914,
1994-03-17,,,26.95651626586914,
1994-03-18,,,26.950647354125977,
1994-03-21,,,26.878910064697266,
1994-03-22,,,26.950647354125977,
1994-03-23,,,26.932708740234375,
1994-03-24,,,26.609947204589844,
1994-03-25,,,26.35890769958496,
1994-03-28,,,26.394777297973633,
1994-03-29,,,25.874765396118164,
1994-03-30,,,25.516130447387695,
1994-03-31,,,25.58787727355957,
1994-04-04,,,25.193382263183594,
1994-04-05,,,25.71339225769043,
1994-04-06,,,25.71339225769043,
1994-04-07,,,25.838903427124023,
1994-04-08,,,25.641660690307617,
1994-04-11,,,25.74925994873047,
1994-04-12,,,25.71339225769043,
1994-04-13,,,25.57889175415039,
1994-04-14,,,25.58787727355957,
1994-04-15,,,25.58787727355957,
1994-04-18,,,25.41752815246582,
1994-04-19,,,25.453384399414062,
1994-04-20,,,25.426496505737305,
1994-04-21,,,25.76718521118164,
1994-04-22,,,25.740278244018555,
1994-04-25,,,26.009258270263672,
1994-04-26,,,25.98235321044922,
1994-04-28,,,25.794069290161133,
1994-04-29,,,25.874765396118164,
1994-05-02,,,26.036151885986328,
1994-05-03,,,26.009258270263672,
1994-05-04,,,25.964426040649414,
1994-05-05,,,25.928558349609375,
1994-05-06,,,25.67751693725586,
1994-05-09,,,25.453384399414062,
1994-05-10,,,25.65062141418457,
1994-05-11,,,25.41752815246582,
1994-05-12,,,25.54304313659668,
1994-05-13,,,25.54304313659668,
1994-05-16,,,25.552001953125,
1994-05-17,,,25.928558349609375,
1994-05-18,,,26.116846084594727,
1994-05-19,,,26.242355346679688,
1994-05-20,,,26.143739700317383,
1994-05-23,,,26.098913192749023,
1994-05-24,,,26.206493377685547,
1994-05-25,,,26.27823829650879,
1994-05-26,,,26.296144485473633,
1994-05-27,,,26.323040008544922,
1994-05-31,,,26.287187576293945,
1994-06-01,,,26.403736114501953,
1994-06-02,,,26.376834869384766,
1994-06-03,,,26.529239654541016,
1994-06-06,,,26.520288467407227,
1994-06-07,,,26.484434127807617,
1994-06-08,,,26.269262313842773,
1994-06-09,,,26.4127140045166,
1994-06-10,,,26.457544326782227,
1994-06-13,,,26.493391036987305,
1994-06-14,,,26.699600219726562,
1994-06-15,,,26.59200668334961,
1994-06-16,,,26.645803451538086,
1994-06-17,,,26.4970703125,
1994-06-20,,,26.27145767211914,
1994-06-21,,,26.04583168029785,
1994-06-22,,,26.14510154724121,
1994-06-23,,,25.991680145263672,
1994-06-24,,,25.450183868408203,
1994-06-27,,,25.89241600036621,
1994-06-28,,,25.76607894897461,
1994-06-29,,,25.847286224365234,
1994-06-30,,,25.684825897216797,
1994-07-01,,,25.738985061645508,
1994-07-05,,,25.87434959411621,
1994-07-06,,,25.838253021240234,
1994-07-07,,,25.946557998657227,
1994-07-08,,,25.937538146972656,
1994-07-11,,,25.847286224365234,
1994-07-12,,,25.883390426635742,
1994-07-13,,,25.928510665893555,
1994-07-14,,,26.208284378051758,
1994-07-15,,,26.217309951782227,
1994-07-18,,,26.262435913085938,
1994-07-19,,,26.208284378051758,
1994-07-20,,,26.090961456298828,
1994-07-21,,,26.14510154724121,
1994-07-22,,,26.190217971801758,
1994-07-25,,,26.22632598876953,
1994-07-26,,,26.19924545288086,
1994-07-27,,,26.19924545288086,
1994-07-28,,,26.25341033935547,
1994-07-29,,,26.5151309967041,
1994-08-01,,,26.641481399536133,
1994-08-02,,,26.677587509155273,
1994-08-03,,,26.68660545349121,
1994-08-04,,,26.533174514770508,
1994-08-05,,,26.442930221557617,
1994-08-08,,,26.506099700927734,
1994-08-09,,,26.551227569580078,
1994-08-10,,,26.650497436523438,
1994-08-11,,,26.551227569580078,
1994-08-12,,,26.7587890625,
1994-08-15,,,26.749778747558594,
1994-08-16,,,26.939306259155273,
1994-08-17,,,26.92124366760254,
1994-08-18,,,26.83100128173828,
1994-08-19,,,26.812946319580078,
1994-08-22,,,26.78587532043457,
1994-08-23,,,26.939306259155273,
1994-08-24,,,27.22808837890625,
1994-08-25,,,27.1558895111084,
1994-08-26,,,27.543960571289062,
1994-08-29,,,27.52592658996582,
1994-08-30,,,27.598114013671875,
1994-08-31,,,27.52592658996582,
1994-09-01,,,27.4356689453125,
1994-09-02,,,27.318349838256836,
1994-09-06,,,27.327373504638672,
1994-09-07,,,27.30029296875,
1994-09-08,,,27.4356689453125,
1994-09-09,,,27.146869659423828,
1994-09-12,,,27.065629959106445,
1994-09-13,,,27.146869659423828,
1994-09-14,,,27.173948287963867,
1994-09-15,,,27.516881942749023,
1994-09-16,,,27.321054458618164,
1994-09-19,,,27.348308563232422,
1994-09-20,,,26.830753326416016,
1994-09-21,,,26.830753326416016,
1994-09-22,,,26.767187118530273,
1994-09-23,,,26.67639923095703,
1994-09-26,,,26.81258773803711,
1994-09-27,,,26.794450759887695,
1994-09-28,,,27.00326156616211,
1994-09-29,,,26.867063522338867,
1994-09-30,,,26.830753326416016,
1994-10-03,,,26.767187118530273,
1994-10-04,,,26.367685317993164,
1994-10-05,,,26.37676429748535,
1994-10-06,,,26.29505157470703,
1994-10-07,,,26.413084030151367,
1994-10-10,,,26.694549560546875,
1994-10-11,,,27.094043731689453,
1994-10-12,,,27.13037109375,
1994-10-13,,,27.221179962158203,
1994-10-14,,,27.339221954345703,
1994-10-17,,,27.28473663330078,
1994-10-18,,,27.221179962158203,
1994-10-19,,,27.348308563232422,
1994-10-20,,,27.166702270507812,
1994-10-21,,,27.057741165161133,
1994-10-24,,,26.830753326416016,
1994-10-25,,,26.857982635498047,
1994-10-26,,,26.95785903930664,
1994-10-27,,,27.12130355834961,
1994-10-28,,,27.693344116210938,
1994-10-31,,,27.593461990356445,
1994-11-01,,,27.28473663330078,
1994-11-02,,,27.13037109375,
1994-11-03,,,27.275644302368164,
1994-11-04,,,26.921539306640625,
1994-11-07,,,27.00326156616211,
1994-11-08,,,27.21210479736328,
1994-11-09,,,27.25749397277832,
1994-11-10,,,27.066818237304688,
1994-11-11,,,26.966930389404297,
1994-11-14,,,27.221179962158203,
1994-11-15,,,27.13037109375,
1994-11-16,,,27.221179962158203,
1994-11-17,,,27.03959083557129,
1994-11-18,,,27.00326156616211,
1994-11-21,,,26.730867385864258,
1994-11-22,,,26.149763107299805,
1994-11-23,,,26.29505157470703,
1994-11-25,,,26.422161102294922,
1994-11-28,,,26.540197372436523,
1994-11-29,,,26.531105041503906,
1994-11-30,,,26.494800567626953,
1994-12-01,,,26.231489181518555,
1994-12-02,,,26.476646423339844,
1994-12-05,,,26.503890991210938,
1994-12-06,,,26.52204132080078,
1994-12-07,,,26.33136558532715,
1994-12-08,,,26.07712173461914,
1994-12-09,,,26.1769962310791,
1994-12-12,,,26.349510192871094,
1994-12-13,,,26.44939422607422,
1994-12-14,,,26.585609436035156,
1994-12-15,,,26.667308807373047,
1994-12-16,,,26.797571182250977,
1994-12-19,,,26.83418083190918,
1994-12-20,,,26.75181007385254,
1994-12-21,,,27.035526275634766,
1994-12-22,,,26.953147888183594,
1994-12-23,,,26.98061180114746,
1994-12-27,,,27.12706184387207,
1994-12-28,,,26.989782333374023,
1994-12-29,,,27.00806427001953,
1994-12-30,,,26.687746047973633,
1995-01-03,,,26.81587028503418,
1995-01-04,,,26.943994522094727,
1995-01-05,,,26.943994522094727,
1995-01-06,,,26.971454620361328,
1995-01-09,,,26.998916625976562,
1995-01-10,,,27.026365280151367,
1995-01-11,,,27.04469108581543,
1995-01-12,,,27.0538330078125,
1995-01-13,,,27.374168395996094,
1995-01-16,,,27.53889274597168,
1995-01-17,,,27.54803466796875,
1995-01-18,,,27.520584106445312,
1995-01-19,,,27.364990234375,
1995-01-20,,,27.264326095581055,
1995-01-23,,,27.34668731689453,
1995-01-24,,,27.38331413269043,
1995-01-25,,,27.456520080566406,
1995-01-26,,,27.483983993530273,
1995-01-27,,,27.593814849853516,
1995-01-30,,,27.474815368652344,
1995-01-31,,,27.58464813232422,
1995-02-01,,,27.57549476623535,
1995-02-02,,,27.740245819091797,
1995-02-03,,,28.1337947845459,
1995-02-06,,,28.252771377563477,
1995-02-07,,,28.289369583129883,
1995-02-08,,,28.289369583129883,
1995-02-09,,,28.289369583129883,
1995-02-10,,,28.325952529907227,
1995-02-13,,,28.33513832092285,
1995-02-14,,,28.371736526489258,
1995-02-15,,,28.527339935302734,
1995-02-16,,,28.49073028564453,
1995-02-17,,,28.380901336669922,
1995-02-21,,,28.371736526489258,
1995-02-22,,,28.58224105834961,
1995-02-23,,,28.628005981445312,
1995-02-24,,,28.701202392578125,
1995-02-27,,,28.4724063873291,
1995-02-28,,,28.71038055419922,
1995-03-01,,,28.527339935302734,
1995-03-02,,,28.563936233520508,
1995-03-03,,,28.573087692260742,
1995-03-06,,,28.591386795043945,
1995-03-07,,,28.371736526489258,
1995-03-08,,,28.4449520111084,
1995-03-09,,,28.435806274414062,
1995-03-10,,,28.856813430786133,
1995-03-13,,,28.829343795776367,
1995-03-14,,,29.03984260559082,
1995-03-15,,,28.984935760498047,
1995-03-16,,,29.158830642700195,
1995-03-17,,,29.187833786010742,
1995-03-20,,,29.187833786010742,
1995-03-21,,,29.114221572875977,
1995-03-22,,,29.141817092895508,
1995-03-23,,,29.160228729248047,
1995-03-24,,,29.574298858642578,
1995-03-27,,,29.693920135498047,
1995-03-28,,,29.693920135498047,
1995-03-29,,,29.68474578857422,
1995-03-30,,,29.629501342773438,
1995-03-31,,,29.509904861450195,
1995-04-03,,,29.58350372314453,
1995-04-04,,,29.7767333984375,
1995-04-05,,,29.7767333984375,
1995-04-06,,,29.887168884277344,
1995-04-07,,,29.85955238342285,
1995-04-10,,,29.914779663085938,
1995-04-11,,,29.813541412353516,
1995-04-12,,,29.914779663085938,
1995-04-13,,,30.08039665222168,
1995-04-17,,,29.905550003051758,
1995-04-18,,,29.804353713989258,
1995-04-19,,,29.7767333984375,
1995-04-20,,,29.822738647460938,
1995-04-21,,,29.96997833251953,
1995-04-24,,,30.319652557373047,
1995-04-25,,,30.236841201782227,
1995-04-26,,,30.26442527770996,
1995-04-27,,,30.33803367614746,
1995-04-28,,,30.384044647216797,
1995-05-01,,,30.301254272460938,
1995-05-02,,,30.36565589904785,
1995-05-03,,,30.7889347076416,
1995-05-04,,,30.770523071289062,
1995-05-05,,,30.733713150024414,
1995-05-08,,,30.95456314086914,
1995-05-09,,,30.92695426940918,
1995-05-10,,,30.963754653930664,
1995-05-11,,,31.046573638916016,
1995-05-12,,,31.064985275268555,
1995-05-15,,,31.21222496032715,
1995-05-16,,,31.230634689331055,
1995-05-17,,,31.110990524291992,
1995-05-18,,,30.66011619567871,
1995-05-19,,,30.678489685058594,
1995-05-22,,,31.01897621154785,
1995-05-23,,,31.304222106933594,
1995-05-24,,,31.285842895507812,
1995-05-25,,,31.313413619995117,
1995-05-26,,,30.95456314086914,
1995-05-30,,,30.945363998413086,
1995-05-31,,,31.589473724365234,
1995-06-01,,,31.506662368774414,
1995-06-02,,,31.53427505493164,
1995-06-05,,,31.72749900817871,
1995-06-06,,,31.672304153442383,
1995-06-07,,,31.506662368774414,
1995-06-08,,,31.433048248291016,
1995-06-09,,,31.248994827270508,
1995-06-12,,,31.423870086669922,
1995-06-13,,,31.76432991027832,
1995-06-14,,,31.73668670654297,
1995-06-15,,,31.874732971191406,
1995-06-16,,,31.9693660736084,
1995-06-19,,,32.330326080322266,
1995-06-20,,,32.247032165527344,
1995-06-21,,,32.228511810302734,
1995-06-22,,,32.65430450439453,
1995-06-23,,,32.58950424194336,
1995-06-26,,,32.20075988769531,
1995-06-27,,,32.135963439941406,
1995-06-28,,,32.30258560180664,
1995-06-29,,,32.247032165527344,
1995-06-30,,,32.228511810302734,
1995-07-03,,,32.34886169433594,
1995-07-05,,,32.469154357910156,
1995-07-06,,,32.88569259643555,
1995-07-07,,,33.03376388549805,
1995-07-10,,,33.05228805541992,
1995-07-11,,,32.894927978515625,
1995-07-12,,,33.302188873291016,
1995-07-13,,,33.2281494140625,
1995-07-14,,,33.20037841796875,
1995-07-17,,,33.385498046875,
1995-07-18,,,33.09855270385742,
1995-07-19,,,32.73759841918945,
1995-07-20,,,32.857913970947266,
1995-07-21,,,32.820884704589844,
1995-07-24,,,33.061546325683594,
1995-07-25,,,33.31144332885742,
1995-07-26,,,33.28367614746094,
1995-07-27,,,33.56135177612305,
1995-07-28,,,33.34846115112305,
1995-07-31,,,33.265174865722656,
1995-08-01,,,33.209632873535156,
1995-08-02,,,33.13559341430664,
1995-08-03,,,33.12632369995117,
1995-08-04,,,33.163352966308594,
1995-08-07,,,33.237396240234375,
1995-08-08,,,33.237396240234375,
1995-08-09,,,33.2281494140625,
1995-08-10,,,33.15408706665039,
1995-08-11,,,32.968997955322266,
1995-08-14,,,33.265174865722656,
1995-08-15,,,33.20037841796875,
1995-08-16,,,33.29293441772461,
1995-08-17,,,33.237396240234375,
1995-08-18,,,33.27442932128906,
1995-08-21,,,33.181880950927734,
1995-08-22,,,33.24664306640625,
1995-08-23,,,33.12632369995117,
1995-08-24,,,33.163352966308594,
1995-08-25,,,33.34846115112305,
1995-08-28,,,33.2281494140625,
1995-08-29,,,33.31144332885742,
1995-08-30,,,33.385498046875,
1995-08-31,,,33.41325759887695,
1995-09-01,,,33.56135177612305,
1995-09-05,,,33.87605667114258,
1995-09-06,,,33.94083023071289,
1995-09-07,,,33.959354400634766,
1995-09-08,,,34.08892822265625,
1995-09-11,,,34.18149948120117,
1995-09-12,,,34.338836669921875,
1995-09-13,,,34.496185302734375,
1995-09-14,,,34.81088638305664,
1995-09-15,,,34.801273345947266,
1995-09-18,,,34.67100143432617,
1995-09-19,,,34.838497161865234,
1995-09-20,,,35.0059928894043,
1995-09-21,,,34.71751403808594,
1995-09-22,,,34.72684860229492,
1995-09-25,,,34.67100143432617,
1995-09-26,,,34.66169357299805,
1995-09-27,,,34.63379669189453,
1995-09-28,,,34.894317626953125,
1995-09-29,,,34.829200744628906,
1995-10-02,,,34.65238571166992,
1995-10-03,,,34.68960952758789,
1995-10-04,,,34.65238571166992,
1995-10-05,,,34.754737854003906,
1995-10-06,,,34.782657623291016,
1995-10-09,,,34.49420166015625,
1995-10-10,,,34.4755859375,
1995-10-11,,,34.587257385253906,
1995-10-12,,,34.801273345947266,
1995-10-13,,,34.91292190551758,
1995-10-16,,,34.745452880859375,
1995-10-17,,,34.97807693481445,
1995-10-18,,,35.08042907714844,
1995-10-19,,,35.24791717529297,
1995-10-20,,,35.03390121459961,
1995-10-23,,,34.959468841552734,
1995-10-24,,,34.996681213378906,
1995-10-25,,,34.70821762084961,
1995-10-26,,,34.391841888427734,
1995-10-27,,,34.65238571166992,
1995-10-30,,,34.87571334838867,
1995-10-31,,,34.72684860229492,
1995-11-01,,,35.0059928894043,
1995-11-02,,,35.229305267333984,
1995-11-03,,,35.275821685791016,
1995-11-06,,,35.154884338378906,
1995-11-07,,,35.024620056152344,
1995-11-08,,,35.34097671508789,
1995-11-09,,,35.471256256103516,
1995-11-10,,,35.45262908935547,
1995-11-13,,,35.415409088134766,
1995-11-14,,,35.18278884887695,
1995-11-15,,,35.536380767822266,
1995-11-16,,,35.73179244995117,
1995-11-17,,,35.843467712402344,
1995-11-20,,,35.657352447509766,
1995-11-21,,,35.945796966552734,
1995-11-22,,,35.83414077758789,
1995-11-24,,,35.92720413208008,
1995-11-27,,,35.936500549316406,
1995-11-28,,,36.318016052246094,
1995-11-29,,,36.355247497558594,
1995-11-30,,,36.271484375,
1995-12-01,,,36.318016052246094,
1995-12-04,,,36.76465606689453,
1995-12-05,,,37.006614685058594,
1995-12-06,,,37.0903434753418,
1995-12-07,,,36.89491271972656,
1995-12-08,,,37.015899658203125,
1995-12-11,,,37.174095153808594,
1995-12-12,,,37.06242752075195,
1995-12-13,,,37.295040130615234,
1995-12-14,,,37.02518844604492,
1995-12-15,,,37.038780212402344,
1995-12-18,,,36.327213287353516,
1995-12-19,,,36.7110710144043,
1995-12-20,,,36.35527420043945,
1995-12-21,,,36.54255676269531,
1995-12-22,,,36.67362594604492,
1995-12-26,,,36.85151290893555,
1995-12-27,,,36.83279800415039,
1995-12-28,,,36.795326232910156,
1995-12-29,,,36.842159271240234,
1996-01-02,,,37.23539352416992,
1996-01-03,,,37.33837890625,
1996-01-04,,,36.98258972167969,
1996-01-05,,,36.90770721435547,
1996-01-08,,,37.04812240600586,
1996-01-09,,,36.411468505859375,
1996-01-10,,,35.9339714050293,
1996-01-11,,,36.149314880371094,
1996-01-12,,,36.093135833740234,
1996-01-15,,,36.01823425292969,
1996-01-16,,,36.45827102661133,
1996-01-17,,,36.345916748046875,
1996-01-18,,,36.46763229370117,
1996-01-19,,,36.7110710144043,
1996-01-22,,,36.720420837402344,
1996-01-23,,,36.8046875,
1996-01-24,,,37.10429763793945,
1996-01-25,,,36.97322463989258,
1996-01-26,,,37.29156494140625,
1996-01-29,,,37.44137954711914,
1996-01-30,,,37.759674072265625,
1996-01-31,,,38.152931213378906,
1996-02-01,,,38.29334259033203,
1996-02-02,,,38.134185791015625,
1996-02-05,,,38.443172454833984,
1996-02-06,,,38.80832290649414,
1996-02-07,,,39.03303527832031,
1996-02-08,,,39.454341888427734,
1996-02-09,,,39.44497299194336,
1996-02-12,,,39.74459457397461,
1996-02-13,,,39.66030502319336,
1996-02-14,,,39.31389617919922,
1996-02-15,,,39.070457458496094,
1996-02-16,,,38.91130065917969,
1996-02-20,,,38.52741622924805,
1996-02-21,,,39.004920959472656,
1996-02-22,,,39.622859954833984,
1996-02-23,,,39.510501861572266,
